Stock,Transaction Date,Buy/Sell,Type,Amount,Senator
CZR,2018-08-01,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr"
DOW,2020-04-16,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
DD,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
BAC,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
AAPL,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
PFE,2020-04-03,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
LYV,2020-04-06,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr"
LYV,2020-04-03,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr"
MU,2020-04-01,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr"
MU,2020-04-01,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr"
DIS,2020-04-14,Sale,Stock,"$100,001 - $250,000","David a Perdue , jr"
MU,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
MRK,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
MRK,2020-04-06,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
MRK,2020-04-03,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
GPK,2020-04-14,Sale,Stock,"$100,001 - $250,000","David a Perdue , jr"
FDX,2020-04-14,Sale,Stock,"$100,001 - $250,000","David a Perdue , jr"
DVN,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
DAL,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
ALB,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
HBI,2020-04-14,Sale,Stock,"$100,001 - $250,000","David a Perdue , jr"
URBN,2020-04-14,Sale,Stock,"$100,001 - $250,000","David a Perdue , jr"
AXTA,2020-04-14,Sale,Stock,"$100,001 - $250,000","David a Perdue , jr"
FEYE,2020-04-14,Sale,Stock,"$100,001 - $250,000","David a Perdue , jr"
SBUX,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
SBUX,2020-04-03,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr"
VIAC,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
RF,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
WPX,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
PFE,2020-04-14,Sale,Stock,"$100,001 - $250,000","David a Perdue , jr"
LYV,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
GM,2020-04-14,Sale,Stock,"$100,001 - $250,000","David a Perdue , jr"
GLW,2020-04-14,Sale,Stock,"$100,001 - $250,000","David a Perdue , jr"
PBA,2020-04-07,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr"
ENB,2020-04-06,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr"
TRP,2020-04-06,Purchase,Stock,"$1,001 - $15,000","David a Perdue , jr"
ORCL,2020-04-03,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
CEQP,2020-04-07,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
ORCL,2020-04-09,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
EQM,2020-04-13,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
PEP,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
NWSA,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
ORCL,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
CVX,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
NKE,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
WFC,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
JPM,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
BMY,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
ORCL,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
BX,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
COST,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
AMT,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
MRK,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
MA,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
ANTM,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
BK,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
PYPL,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
ABBV,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
AMZN,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
CSCO,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
EXR,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
BAX,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
XOM,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
SYK,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
COP,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
FOX,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
CTSH,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
ACA,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
AAPL,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
JNJ,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
DIS,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
CSCO,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
MDLZ,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
VZ,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
USB,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
RL,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
WFC,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
MSFT,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
STT,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
UHAL,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
KO,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
EQM,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
BMY,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
BAC,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
ORCL,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
VZ,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
PYPL,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
NKE,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
MDLZ,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
MO,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
JPM,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
KMI,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
NFLX,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
HCA,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
V,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
PRU,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
EMR,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
HON,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
EXR,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
CSCO,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
COST,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
DOW,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
AAPL,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
AMZN,2020-04-14,Sale,Stock,"$50,001 - $100,000","David a Perdue , jr"
DIS,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
BAH,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
MU,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
M,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
SU,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
CVX,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
GOOG,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
FHB,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
BKNG,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
DIS,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
FOXA,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
HUN,2020-04-14,Sale,Stock,"$15,001 - $50,000","David a Perdue , jr"
NWS,2020-04-14,Sale,Stock,"$1,001 - $15,000","David a Perdue , jr"
